x_1,x_2,x_3,x_4,x_5,x_6,x_7,y
8.405139743491127,,16.592868961789254,3.55755926060607,,,,26.78202059908853
,0.6601562488227534,14.0740987887886,3.018044082542425,,,,28.960702448508243
-4.6881201030547786,-1.4948519159925142,15.336980539080113,3.0115974785217023,,,,16.142922764920907
2.0180974749933984,-0.9584302129659068,4.467125751312217,,App,MA,,5.056510770980639
-7.214964496903154,,,,Dec,,,-9.117469553958722
,-2.3452823465705226,,4.230875970782517,,B,,17.92136929507803
-3.397517105505806,,,3.2760995112129523,App,,,8.51113643134277
14.109845789597882,3.8265124809632916,0.47069656442202046,1.2872362476980572,Dec,MA,-4.166896330648063,14.528329386006329
2.2553000691601337,0.6753914293125511,-6.086495999580343,2.6127446791103788,Dec,,,-4.892893304513262
,1.9078194526196879,-7.277168383533952,1.4014764288940094,Dec,A,0.7092551611021001,5.096502384875949
-2.1022576001686772,,11.26030927104107,3.6448728805242676,Dec,MM,,11.536640501253437
0.41843169818004444,,,4.2814995481809985,Dec,MB,,-5.433343987304466
11.488007932728502,3.920180983682741,1.6502382586516209,3.997299862896387,Dec,MB,,9.048886839576443
1.3565482088137113,-1.2118649834493735,14.836453382732884,0.9697439821533748,,,-1.785685754938811,23.043642520488522
6.1330445163787495,1.3228323864737959,11.802538723881629,3.383830737791099,Dec,,,19.319302170484498
-3.0240454794049656,,13.128995932875462,1.8815106618103934,,MM,,16.54038537270684
10.197599616400113,,-2.088700502739636,4.338053154359691,,MM,-0.8516720609514161,2.303267760829819
-5.701629776642513,,4.3889178129053725,4.490295301441106,App,B,,
-0.3870878320814386,,-4.79775600834137,3.0482825669185423,,MB,,-6.174293194228243
2.2894014957346958,4.798827568270492,13.535543572379616,3.0265017455557475,,B,,19.295352348320478
15.078315525622108,4.012355127108062,7.265942705844163,2.61233935643609,Dec,B,,22.157125325934796
8.148390424084795,,,3.102210915236828,App,B,,25.284122279812475
0.6962333242968102,,2.606078907017281,4.697866437738875,,MB,0.29951281402075314,-0.29712644094702734
10.584392035336878,,,,App,MM,,30.44576258562353
0.2806849013555093,0.50319039351494,7.400069612205538,4.700727122929769,,,,5.466556753774004
-0.644705567287363,-0.11450600944809786,3.791719913643268,3.3739023520598717,Dec,MM,,3.832431315024751
-5.4300765833549285,,-7.517204572755349,4.263311301385561,App,MB,2.867475184938305,-16.64485712363889
-4.858809605435974,,4.1011458184589795,4.308889437657285,Dec,,1.4499835131422536,-1.5498141889934414
1.8201280285485044,,,4.061288441816772,App,B,-0.6083624530954632,-0.7000192663017146
3.156462110167805,2.096201880319012,6.675809755897127,2.9164442691930534,Dec,MA,,11.473472504887459
4.665968820531544,,7.181092499919858,2.6664617804789814,App,MA,,13.780519309573783
13.684949826934316,,1.3799963719058859,1.5743819815814675,Dec,,,15.069299787378371
12.03450397900644,,-7.405069988178311,2.0874871709604443,App,MB,,1.9518453805740152
9.592708057701914,,1.903063451820202,3.663285354359792,,MB,,8.762840781414113
5.60502577139985,,-3.3891269809770366,3.9376778023632015,Dec,MA,1.5105158264713596,
-2.314067391610525,,-3.5290337946297674,3.1083992773815705,Dec,MA,,-6.199503787912631
3.0178446959521548,,-6.500117125207762,4.395100768984216,Dec,MA,5.118995326161401,-9.114139627174161
1.1980712334276404,,14.429945449366532,3.8379333316851403,Dec,A,,17.662271535933158
-1.225175022814077,0.9309466620452903,,1.385268154059186,Dec,,,22.85743014942524
10.415483361168791,-1.2136209200731531,8.983921715807632,4.543018380507263,Dec,MA,,15.935326686621831
10.482238145566471,1.838845297130537,14.070859695734235,4.192166459880702,,,-0.2984968647399624,23.512860701735466
-2.0351043155182023,3.2654500084219613,-3.103238805659471,3.3819716277813243,,,,-6.049228253204253
9.504483563270492,2.008643295498646,,3.653599924741189,,,-0.873023304845761,-1.9967125486746995
5.70856089639889,,3.459549994700227,4.608788893268119,App,MB,,5.006752259934908
2.148197150686677,-0.640539133669535,,1.6311833155129725,,MB,-0.8139838842533287,12.505891649907678
8.214036231661595,,14.572506541309597,3.2771485492603367,App,,,24.72049561961967
14.558949724417873,1.8491714804296968,4.295281137002972,4.524703583221731,Dec,MB,0.34162974414409775,13.278770889025468
,0.9742317044616189,-7.738806764573697,2.1323123726065902,,MM,,-0.2732168914210584
2.2232990100592414,-0.5226979782180059,-5.038833612994198,3.8041742154816514,,MM,-2.559388449060408,-6.213094446480806
4.0072899067933,-0.06411871063081964,7.014867790214566,4.320429504320952,Dec,,,9.07997531348083
,0.7679854599485958,7.1132419225701575,2.144999620111884,Dec,,,7.412990041052591
4.082992611336813,,-7.829937365139251,1.3806585153760953,,B,6.222163472839627,-3.985519171204069
10.929111665261312,4.226724688991581,13.381808814677296,3.036602252351216,App,MA,,25.858202615652875
-4.372558310164156,1.5030353408858397,-5.2147378609430115,1.2797400831453367,Dec,B,-0.7180667180089326,-7.201105776441052
2.9998166154701185,,-2.61667443150591,4.6556799748001545,,MB,6.608043401189455,-4.998376198509369
-5.11677503251464,1.382051045175351,0.5894028225411034,4.465964796748097,,MA,6.962832772328129,-6.6937113607803145
6.6903073120160865,,8.297786948511664,2.062616676800393,App,MA,3.0187355742480264,17.771248966698447
,,,4.023744168148777,Dec,MM,,-1.3551398174340634
2.541072123400429,2.2030478076312834,,4.073136935700112,,,,-4.677290412447597
-6.067389378676346,2.5311220405420745,-8.234055219229024,4.759913474180953,Dec,MB,,-19.597191694741383
8.499244373796559,,16.141761471369986,4.18196227917997,Dec,B,,24.62083834309614
1.2884620543491891,0.42370584886994045,-2.8902394066090764,3.898625328730021,,B,,-4.46324936059362
10.051265747456897,-1.5368569618858732,4.469725370847598,3.6645375776514193,App,MA,,12.384865245538133
-1.1476564817921533,2.844118107107324,6.16344901606614,4.261197148494599,Dec,B,,4.126478750846715
-5.905704176856936,-0.22493401582367567,,1.9073740290169823,Dec,,1.8235625353204188,-6.349333358341003
-5.122181253055593,-0.4375839642361885,14.751568118209345,2.413746790569344,App,MM,,16.1724617326856
11.416000237334915,-1.5670775737638543,-0.8428344744833307,1.1948435536943105,,,,10.822227804765808
8.331299785429765,,-6.291082138846971,1.7866074254075783,App,,,0.8638854088329322
6.973379247577377,-0.4238669677679259,-1.959115788503988,2.2241798562485378,Dec,,-0.6529898709213016,4.706290657703478
5.823839202390406,3.5529146905811455,,4.7206824872918425,Dec,,,-10.007970550170658
2.6704293973006568,2.043980818288114,8.538065148255967,2.795720270184769,,,4.9262129189913395,13.698319590651895
11.267946598139593,0.33094639225354805,-6.8583462669091135,1.6996180179910991,Dec,,2.6863706940298617,2.550798088744956
1.6892865934058463,,7.987521570746907,,Dec,A,2.714770264658573,8.320103752976664
-2.039260583367332,-0.6793206997236767,16.0535672857647,3.3783970579935754,Dec,B,,18.32745002992618
-4.683070172917909,-0.4309951859450003,3.547979234765201,2.9347784095788105,Dec,,,1.305721521765991
-4.290747852960985,,0.8620512735413062,2.4995900785605145,Dec,MB,,-0.9905935307595013
-7.039066436809737,4.008521157044235,5.972309474664071,4.263779592349245,,,,-0.7471838440952214
-5.264068391074798,-1.809370250411275,15.804358235147994,4.53773313405831,App,,,12.325335441434222
15.522155122920173,,13.76494629538604,4.680544958009951,Dec,MB,,25.588960479597972
7.498342184393627,0.11179290844731882,-8.484214809762282,4.5384897666647595,Dec,,,-8.562862472270908
8.533231615845638,-0.3439638568755319,,1.338654632322112,,A,3.7711837216170516,2.791982437776217
,,11.52866264752516,4.114861182605909,,,,11.64737167464499
0.6680039783896312,,,1.8439954679965014,,B,,3.4797679430199415
14.382143111701778,1.7476258965530642,-7.787173295874336,4.707410829099766,Dec,,1.737053864945455,-2.811283281514483
6.395027624912034,,-1.216604517197112,1.8801308999975332,Dec,MB,,5.682480739231208
-1.5458565722763709,,12.66072017226129,2.930058856220226,,B,4.864013640383739,15.370365468698937
5.007487396916268,,9.746341297813856,3.9361936339409698,App,MB,0.5206351431094169,14.430339089603846
4.754627792354778,,14.472968598620547,3.2672440263460047,,MB,,21.901582689832793
-1.716612585412192,2.0992248125864252,0.5099585817792835,4.4260360197458475,,,2.123835564094804,-4.0046706699794825
12.497102221257004,3.9733263577241846,8.316031966956714,3.5539967915361195,,B,-0.2597658223618249,19.471705681303295
-0.07663262462386111,1.2961443308370586,-2.3981433720147525,2.781931345387969,App,B,,-2.344074206150411
-2.751109089656981,,-2.5758633992448505,4.204329192725177,Dec,A,,-8.084564109854103
2.3625852138047048,,-2.642847275704499,4.360142032173402,,,,-4.61581924266107
-0.22156829364718167,-2.267097543041423,-2.8149751987792255,2.9953611239289355,Dec,,-4.014339124560751,-3.411943410516772
-3.711209443055228,,9.631167334823722,3.421729454271369,App,,,8.743511200404845
-3.5468301291846,,9.81015129729602,3.1778816818462436,Dec,B,,9.653374328062998
6.474922914641345,2.0623184041716858,15.224872891532897,4.366338692718927,App,MM,,21.324134075819735
11.344282907196659,,15.345879086515748,2.445838548155359,App,MA,,29.796000555426865
12.839983281791794,0.32252156230719065,-0.12067497446347097,4.584907135090875,Dec,B,,6.123344331146981
2.021535497916389,,-7.103444905741368,2.066573134039449,,MB,,-5.491624180175725
-3.9364211342966846,0.6434125992005544,,3.746188293411939,Dec,MB,,7.1864774961689655
5.247603459071696,4.947883009990376,,4.7130040709176075,,MB,,13.506397809375503
1.8439371552246762,,-6.112717096677853,3.98261364101172,,MB,,-8.354596220433155
-0.22006985638908194,3.3718898361106175,6.1733581434788025,3.5988042954480246,App,MM,0.7578291374616404,6.6565674391884
4.715371207604635,-1.527962771319302,-1.731491179035598,3.9497076851947144,Dec,,,-0.4378179313931203
-0.27447796789132717,,16.19361860182212,3.4092108929476987,Dec,MM,,19.81853862833752
2.464185006139136,,9.216445386854481,2.8852621252196187,Dec,MB,,14.224677315168812
0.9391937384113618,1.2611554937006697,0.7880421477347479,4.636374996811557,App,MM,1.2279748380599056,-2.222122606455271
-6.152616886825694,,12.052150616129161,3.8079461989739753,App,MB,1.8037530681473215,8.94800518813027
-0.18985031744739445,,8.452854352500019,4.018310211969456,Dec,,,8.481923149115836
10.976413845174557,,-5.00487012903532,1.8797162356212245,,MA,,4.458479966698587
5.969020040599164,2.17786763465116,-1.2478363814360574,2.7153604974095042,App,,5.548014829619081,3.989115994175855
-2.29255944410793,2.4557717574724633,-5.786716956392341,1.8346582423009254,Dec,B,,-6.890687856759218
10.466963242309012,2.8477909964526917,-5.555692924539063,4.276659487040798,Dec,B,,-1.7143390928691429
1.6650320168360135,,,4.399081126221642,,,,18.58046352966193
-3.2903482168879643,1.8911209553877626,7.39101153793635,3.6085069228447066,App,,,5.772437397715125
-1.769681414216656,,3.143924227181575,2.140624746719785,Dec,A,,
6.041489981005064,,0.7190218610838599,2.799078133203118,App,,,6.389568398552385
,-3.2703986064156583,-4.003961404907591,3.7799608712542754,,MB,4.8231209034969,-9.730157062521684
-2.237260403045121,0.6034710055683479,,,App,,,16.908804480579015
8.002272733494042,-1.64119965440218,14.928414443986252,3.4114384108736187,App,MB,,24.698375251886485
,3.473318726938042,4.2351889389087365,4.38830958597413,Dec,B,,-2.5292280590174303
-3.4812489240858624,1.8090061559536057,-2.7443306021011464,4.082031392884016,,,,-8.523483331792907
,,12.02399310447526,4.681863925927837,Dec,B,,7.921577832638368
,0.6969452623577649,-3.536673453241196,3.0076399329779515,App,MM,,8.009978593119179
2.5335889741941706,,,3.20293040037389,,,,-8.074734162292879
1.4864877546103088,,7.056238711576684,1.6422792956514667,App,MB,,12.643647234977376
13.868384256574428,-2.1243111337750795,14.727911316459249,4.778010319057821,,MB,,25.199485024357276
,3.0621097982299768,5.383636727702212,1.8166407722752524,,,,15.949411279517559
1.169643141331747,-0.32197786319221744,10.252000399444846,,App,MB,1.871805946003191,
13.33738908437452,,,0.9108046607594587,,,,31.563079436918652
14.466711245372446,-4.021419784226596,,2.1937548929931725,App,B,2.1536307931641225,26.179489134424323
5.49293381321014,,16.447300003887868,4.335678453777701,Dec,MM,2.3278821858979644,22.200481909265125
-3.8333609251159566,-0.5188175269540973,11.497810608019755,4.706621399916059,,MB,1.467309440732298,7.43247056852266
-6.985634334152968,-0.4399221919453917,11.22406636165297,4.261853554600333,Dec,,,5.981767624442892
-6.042582044258974,1.35547447745043,-7.324181470984961,0.9374052237200058,Dec,MM,-4.561261055272235,-10.934331423730557
11.391874759814188,2.745802947210064,-4.485953911926466,4.462221554426188,App,,,-0.18502937645665662
9.951715186575557,-1.6179305208321424,16.522047622271238,2.9420909940813753,Dec,MM,0.08777783239007975,29.28054643879727
-6.8780825105847105,-1.996168654492971,-7.490458211644514,4.458848031008311,,,,-18.33330182872263
-6.117430027568008,1.0430962515570499,7.196950698884221,,App,B,7.411206796559849,0.3686187115207402
0.8296644695134869,-1.6437453594176399,6.998462771872109,4.566961869009663,App,MB,,5.812527650687889
8.942718504125624,,-1.1496206633635913,3.25359017082144,App,MM,0.8454449478748424,5.343196139125245
0.43644799705256165,,10.93180263390919,3.838963031638918,App,,2.506865128190163,12.611516855707844
-1.6945866252174806,,-3.186961534696027,3.3722043050688373,App,MB,,-5.865865210793217
6.320333384537944,-0.8415349863188974,16.493183088623613,1.12083480905002,Dec,MM,6.7059612583558135,28.937816975101782
-6.8293151322769114,,8.534378970569108,3.9844270622821285,Dec,,,3.4689317966522277
6.757522499830122,,-2.2753162875723296,2.9610949810043676,App,,-3.1794796057537,2.8211930797747984
4.175003145652157,0.5586701522405633,0.5180848256505186,3.3925322659661727,App,MA,,3.4062955177070395
5.6715211594458115,,15.99815433034805,1.7876308109390155,Dec,B,,27.132296769607134
5.406080590865615,,11.559857990819143,4.385074643066071,,MB,,15.76636693115167
-2.7244178474549097,,16.12576077094813,2.780926161747885,Dec,MB,,19.14660411267057
6.423845351306952,-1.1194080175648684,-6.566307961511743,2.563336092468115,App,,-0.17958384290741392,-2.1444001736040224
8.099390349955604,1.4275544967680196,15.699341057744046,3.4780128080487,,,3.388990914824202,25.597712068299437
13.794826655179337,0.9871022167556266,1.7972779449767522,4.478618448826131,Dec,B,3.448827949075878,9.643788919405097
6.606999128228351,-0.1276687009220019,6.378839370986187,3.166764836597472,,MB,,13.279839139846725
15.298460020081103,1.9924480410610466,10.584655878572853,3.6662853027150697,App,B,,24.277400956470963
-2.255687771645799,2.0680488387631977,8.437044076396372,3.9807703178992613,Dec,MA,4.6365913576347495,6.943987069399201
2.75963738929209,,-5.281111187867488,3.484330460055635,Dec,MB,,-5.299160830356325
,,1.8457293239887491,1.2355233098870175,Dec,MM,5.868694862820178,16.70495687722789
0.8149575289842144,,-4.28635757251105,4.279763305169576,Dec,A,,-7.682418391060317
2.5337123270021937,2.963146742253513,14.269334718238373,3.3541531739752575,,,,19.701983608426605
1.0293470101064912,,13.888103967210654,3.712554073677956,Dec,MM,,17.16593842230502
-4.76881147945118,,,4.368468166764335,,MB,,6.359915568981057
-5.757844430313554,,3.899536338872812,2.1926110431551535,Dec,,2.2392979367047854,2.217650912684932
-1.1345071787390486,,7.048445681041626,3.734762627226298,,A,,6.709598325711033
13.515765423518063,,16.090826345929766,4.6123591551941105,App,,,27.19139963933644
-3.101042889390545,,13.9772609806435,4.328927907252803,Dec,B,0.42292410165252126,12.334560871672526
10.860830064399055,,1.456380618834821,3.509621381441744,App,B,5.399137294525913,9.568512740483166
0.6249672508300108,1.6922798373265366,-1.8734238152285352,4.029336600554437,,,,-4.046476993502202
-2.306937576627103,,5.451874241177665,4.4386235570845685,,MA,,1.7809466315388742
-6.576371716644246,,8.344122293866075,2.848565406318954,App,,,6.093193392380501
,,,2.8722763873501327,App,MB,,5.982151334985071
5.190704571734178,,-6.135736370248946,4.237888776826523,Dec,MB,,-6.479030968467281
2.273804153362068,,-2.2975407562134595,4.634943179987619,Dec,MB,,-5.095839675253524
1.468251937424034,,3.0061410071994796,1.684323219133013,App,B,-4.715692332888736,7.428654967079556
,,0.3340184027133528,0.8836732764617842,Dec,,,10.172385583372776
-1.1705972677108125,2.3934608946655906,-2.766733358822745,2.5603101525045155,App,,,-3.264458748829949
10.61598058986406,,-4.301106054763462,3.666558264869026,App,A,0.7797053737107917,1.6644892414037185
4.771997567718676,7.495149223211433,7.055516910243828,3.6873012974229873,Dec,B,,11.474447024109914
-5.895263112612738,,6.530678525951538,1.8004019677935719,,MM,,5.995525461093193
13.24286178389036,,7.471681234681437,3.004409237464379,Dec,B,,20.221654743349436
14.018948270591002,,15.03405340239025,3.6897763237904297,Dec,,9.845281385867848,28.874588255207495
15.09823044382779,,14.335382612550053,,Dec,MA,,32.38980196549945
13.08697067562816,1.7870773792172185,,3.7262320132421993,Dec,,,-0.052351119888398134
14.02845631682702,,16.91359077020791,1.7229791818344697,Dec,MB,,34.93254176632518
6.007383401235625,,4.547564174493749,4.46240675940546,App,MB,,7.0818559789366216
-5.905229599910378,,0.1143886829177756,3.9821473226979616,Dec,MB,,-6.51176881297922
14.248470465909564,-1.596469352564618,1.3072142171194745,,Dec,B,3.3177298254279193,9.155102796996484
7.8653102198992855,-1.6206312157150393,10.933535756184156,4.382385683792352,App,MB,,16.907382363981274
4.805047108110523,,-3.8796944532806092,3.029683517178563,App,MA,,
,,12.163544384822345,2.8146651557075613,Dec,MM,,14.37608094494004
,-0.3790461355584578,11.554613239424363,2.512426582277969,,MM,,14.835437828867883
14.940370347726509,,16.150291926833216,1.7775968125941985,App,,,34.61130865238527
-4.742157731441003,,,3.9818836568488645,App,MM,,-1.688380079589502
-3.326264066443249,,-0.008743826750935213,3.752947535072951,App,MA,-2.183547855202708,-4.035336242640415
-6.351661762663351,1.5312329584570001,-2.889721028230662,4.409443313515956,Dec,,,-11.916483063970395
13.740728136553825,3.077610538910064,14.825120229963392,4.091476171801494,Dec,MB,,27.3160472159309
-3.597919283674626,1.3797364563620547,13.803231254212761,2.5737151631436532,,,,15.887799259377186
8.11388048699383,,9.117796605018341,4.7006257368566216,,MM,0.46372647971502934,13.798829262414435
3.100598864313014,-0.44983728188229977,1.266139942516734,2.8596472910005817,,MA,2.0160459824015398,4.660124669105814
-3.5241973794544883,1.9847764439581503,3.0352759715567394,4.707273211720108,App,MM,,-3.093230149753007
,1.8551649065859697,6.821033851679596,3.3754158033092008,,,,17.648928893166865
,,6.688083841601976,3.628005888875165,Dec,MA,,6.2372932052096015
,0.932413068765671,15.099011182455616,2.6531121847936565,Dec,,,19.19939208952746
5.088240653526066,0.5973152942891503,8.773702796507639,2.5215472477359255,Dec,MB,,16.396443513746455
-6.645112662956422,2.4861255342931803,13.938292546213606,2.912821978698356,App,,0.39955193739145567,13.02900471748029
1.782027760598126,,6.456733775747116,3.650516034663013,App,MB,,8.459249866950712
-6.673147575723947,,11.294117631778349,3.487371182579607,Dec,,,8.379054796581359
2.550300572141184,,0.2553627548498483,2.9219888891978085,Dec,MB,-0.7848291870622635,2.818488841985532
6.045213354128538,,2.2003700277103935,2.6464216745568456,Dec,,-1.95753330973888,8.562830023854701
13.471505127670111,3.7929601518494476,2.6354197481937423,,,,-4.291850208610011,9.746877334484978
,1.453580085484174,,0.8926517388806515,App,MM,,17.43692565495162
9.022605833487633,1.6940036224903783,6.4838971978684015,2.5216748369132853,,,1.2068616774393022,16.5703431979988
-4.703562572984829,3.5922675342011523,12.073287466494207,3.8723408707542064,App,,,9.941952774856713
-3.706205248119109,,-7.074867361967134,0.9366724643634482,Dec,,,-8.783348539186784
11.623661567430576,,,2.163179119974661,,MA,-0.9451132783536993,24.56720052986925
14.165844414001624,1.0940506713483529,7.89576022254149,3.1514837947044305,App,B,,21.174222426890026
2.709005564466075,,1.7187420814312304,2.2796945864418574,App,MB,6.543074626239298,5.953176776589089
8.991146519620743,,-1.200954230767449,2.204256728466084,Dec,,,7.28448401861691
5.794538114624888,,8.485475760312546,,Dec,B,,17.40682939748991
-6.52915256617072,1.2164880559579025,7.149983242870206,1.3295943219692485,Dec,A,-0.447145638557767,6.792544174007901
14.32882606854101,3.898521020945293,1.1381546364385482,4.125094824402605,Dec,,2.305438797547887,10.269767960664316
-2.7872457747617974,,6.803334203920343,4.447161686420074,Dec,MA,3.9522371315159357,3.097327443887543
13.15161830427727,,-3.5646679132133645,3.74648958327032,Dec,,,4.387412079811053
,0.2824287887632093,16.06441476298555,4.772936512906691,App,B,,25.110749638261655
11.245004793744107,,11.134514388979738,4.155865976814421,Dec,MA,,20.479887993237003
1.4904763050839236,1.7232200937312543,6.204776935559149,4.2581667101384975,App,,,6.258044711471944
5.256406273003746,4.5645571539299645,4.326934724016995,2.550180999040826,Dec,MM,,10.821225081278792
-5.630587973536297,,15.074208292514587,2.8726498930227726,,MM,,15.350111983171953
5.9213034659880535,0.8638431406084792,-0.6386037395909678,1.9327424451438384,,MB,,5.977144365258519
2.8033213002128115,2.2291747092350738,-3.5325287153787643,1.8982686470436287,,MA,,
-3.5370325309935677,,,,App,MB,,3.5146585685312504
3.3546678608241365,1.348427195155678,12.79976843788716,3.361242894995808,Dec,MB,5.251660191932967,18.460204429808538
11.872499869714316,0.9969137587738822,16.010253522908588,3.391838267372263,App,MB,-0.0570310802984626,29.157469857231458
,-0.10529103043591626,6.025089698206482,3.3750012564664296,Dec,MA,1.665792032425929,14.984299167199978
2.400384457408773,,-4.610151285914454,1.6910847880247144,,,,-1.5373400417670111
1.6237822029472273,,10.47547391359429,3.4108973971216217,App,MB,,14.029402162739832
14.3947097096269,0.031329363061279425,-2.0073012027705186,1.6759052285043012,Dec,MB,1.4713231387879313,11.203434648687312
-2.055460790550976,,,1.7181503769277302,Dec,MM,,3.8110866985807994
13.301911845903133,-3.5451627936856855,15.48012163803364,1.4377235618531092,App,,,32.84865778411303
13.79907124907041,-0.1498056545352886,10.434330726966511,1.4561540524071963,Dec,MB,,26.801094110852517
,-1.1613667193967838,-8.235309240398408,4.125210512091844,,MB,2.381233068190409,-9.193482616438459
12.190921825531825,-2.2392523785286054,14.58628456329443,3.6804979589159976,App,,5.644917702557967,26.894002486374017
-0.7575187266294625,,10.032462735784563,3.2704603649240815,App,MB,,11.919743196626914
6.036010348775838,3.4563481573371577,5.300561043456463,1.987990215723403,,,,13.548609195081433
6.195497274856175,,-0.4598308468381038,3.9906478472369122,Dec,MM,,2.229709147774664
7.525402369800464,,-1.0879217115171516,4.3819974672015,,MB,,1.347915614771987
2.743154578237684,,0.3833957724263186,1.0633329353150618,App,,,5.678854038480257
12.104890332299894,,-5.314016000935696,1.6103758536780763,Dec,B,1.2240085822742648,5.273798969713001
15.389759717395366,0.6164837927336337,6.730633327531946,1.8304840258539472,,A,,22.914488825555956
1.2832387028974495,1.050265208148155,8.78131645915315,2.541763319743051,App,,,13.385202310917395
14.490496535442594,0.5509901630613203,1.6400773475114594,3.3386007818494394,Dec,,,13.052949840628047
2.124186884024903,,-3.2998035131863688,2.9789961691209887,,MB,,-2.1544558201109223
11.08731968408546,,2.8330460426248987,3.3113840986836376,App,MM,,11.962443376571695
10.173787750944554,-2.251664825273295,8.216877572899918,2.8089294175339,App,B,7.278736873746382,19.152053594658003
4.072672787524022,-1.2874321350865652,3.907651751727192,4.111726000669347,App,MB,-0.9374058322625602,5.7831329846466915
6.3529246736066955,-1.585124406273444,0.273258437481962,1.5839392907375627,App,,,7.897553458574052
,,,2.415402621446626,Dec,,,11.443106165003389
8.413847639686146,,-1.2678012168230275,2.4048719286231566,App,MB,,6.428603341368342
-2.4460542688063596,,11.260206536868562,3.1687491215987897,Dec,B,,12.38185040186894
15.292392276397825,,,2.656604461733538,App,MB,,25.22251275284468
4.455708353179173,1.937833224039545,7.575858931421752,4.098586593835698,Dec,MM,5.395256680917644,10.787537346403635
6.1272530886540935,,0.06965440580458448,4.3039632763297195,App,MB,,1.9564755072564135
11.017220367930163,4.330693535437643,-3.7251662087951676,2.3362196901819083,Dec,MB,-2.0129321514722185,5.457017626165866
13.213875258820591,,2.2154667019878342,4.403296115777157,Dec,MM,,9.949909765349773
7.999143783502223,-3.0043226614576826,3.211008191849432,4.542257277178436,Dec,MB,,6.6972242752073505
0.004067385936249224,,11.978384148203677,3.549306480084913,App,MM,1.1495448139624491,14.339322158273767
-4.089891600825067,,7.393052583475567,3.523861071660862,,MB,,5.3551616332723135
,-0.7205756239820202,,4.272278440093776,Dec,MM,,24.255994452336157
,-2.6137677043834042,-0.6559625749439766,2.9784576523078616,App,MM,1.312802047561759,6.2409858385845425
4.001196124069212,4.637411783972515,3.404765469565625,4.343802508223951,Dec,MM,,4.4127474001358475
-1.282713247142377,,12.725994344378151,2.601346835129763,Dec,,,16.284883260748455
15.256303297161216,0.7547450168746709,-0.08599543377532903,1.9121932452614634,Dec,,,14.032411904536076
11.288878125803196,,0.2773380718206706,4.749256342427587,,B,,4.885260614633518
-0.29282088634625936,,2.3376386802500466,4.103025603231515,Dec,,-0.5013257542242096,0.3847468081800227
11.492868628466555,,-4.1767564837662965,2.165505798255687,App,MB,,5.519893614947945
14.81620810290025,2.146797677284302,6.509676372443565,4.391979459364247,Dec,MB,,16.704626171672416
3.1834041359815313,,9.690137602292772,1.4283010868962938,App,,,17.5519377180833
