Volumen,Potencia
0.8100810081008101,0.041336
0.8200820082008201,0.041856
0.8300830083008301,0.042377
0.8400840084008401,0.042899
0.8500850085008501,0.04342
0.8600860086008602,0.043942
0.8700870087008701,0.044465
0.8800880088008801,0.044987
0.8900890089008902,0.04551
0.9000900090009001,0.046033
0.9100910091009101,0.046556
0.9200920092009202,0.047079
0.9300930093009301,0.047603
0.9400940094009401,0.048127
0.9500950095009502,0.048651
0.9600960096009601,0.049176
0.9700970097009701,0.0497
0.9800980098009802,0.050225
0.9900990099009902,0.050751
1.0001000100010002,0.051276
1.0101010101010102,0.051802
1.02010201020102,0.052328
1.0301030103010302,0.052855
1.0401040104010402,0.053381
1.05010501050105,0.053908
1.0601060106010602,0.054435
1.0701070107010702,0.054963
1.08010801080108,0.05549
1.0901090109010902,0.056018
1.1001100110011002,0.056546
1.11011101110111,0.057075
1.1201120112011203,0.057604
1.1301130113011302,0.058133
1.14011401140114,0.058662
1.1501150115011503,0.059191
1.1601160116011602,0.059721
1.17011701170117,0.060251
1.1801180118011803,0.060781
1.1901190119011902,0.061312
1.2001200120012,0.061843
1.2101210121012103,0.062374
1.2201220122012202,0.062905
1.2301230123012301,0.063437
1.2401240124012403,0.063969
1.2501250125012502,0.064501
1.2601260126012601,0.065034
1.2701270127012703,0.065566
1.2801280128012802,0.066099
1.2901290129012901,0.066632
1.3001300130013003,0.067166
1.3101310131013102,0.0677
1.3201320132013201,0.068234
1.3301330133013303,0.068768
1.3401340134013402,0.069303
1.3501350135013501,0.069837
1.3601360136013603,0.070373
1.3701370137013702,0.070908
1.3801380138013801,0.071444
1.3901390139013903,0.07198
1.4001400140014002,0.072516
1.4101410141014101,0.073052
1.4201420142014203,0.073589
1.4301430143014302,0.074126
1.4401440144014401,0.074663
1.4501450145014503,0.075201
1.4601460146014602,0.075738
1.4701470147014701,0.076276
1.4801480148014803,0.076815
1.4901490149014902,0.077353
1.5001500150015001,0.077892
1.5101510151015103,0.078431
1.5201520152015202,0.078971
1.5301530153015301,0.07951
1.5401540154015403,0.08005
1.5501550155015502,0.080591
1.5601560156015601,0.081131
1.5701570157015703,0.081672
1.5801580158015802,0.082213
1.5901590159015901,0.082754
1.6001600160016003,0.083296
1.6101610161016102,0.083838
1.6201620162016201,0.08438
1.6301630163016303,0.084922
1.6401640164016402,0.085465
1.6501650165016502,0.086008
1.6601660166016603,0.086551
1.6701670167016702,0.087094
1.6801680168016802,0.087638
1.6901690169016903,0.088182
1.7001700170017002,0.088726
1.7101710171017102,0.089271
1.7201720172017203,0.089816
1.7301730173017302,0.090361
1.7401740174017402,0.090906
1.7501750175017503,0.091452
1.7601760176017602,0.091998
1.7701770177017702,0.092544
1.7801780178017803,0.09309
1.7901790179017902,0.093637
1.8001800180018002,0.094184
1.8101810181018103,0.094731
1.8201820182018202,0.095279
1.8301830183018302,0.095827
1.8401840184018403,0.096375
1.8501850185018502,0.096923
1.8601860186018602,0.097472
1.8701870187018703,0.098021
1.8801880188018802,0.09857
1.8901890189018902,0.09912
1.9001900190019003,0.099669
1.9101910191019102,0.100219
1.9201920192019202,0.10077
1.9301930193019303,0.10132
1.9401940194019403,0.101871
1.9501950195019504,0.102422
1.9601960196019603,0.102974
1.9701970197019703,0.103525
1.9801980198019804,0.104077
1.9901990199019903,0.104629
2.0002000200020005,0.105182
2.01020102010201,0.105735
2.0202020202020203,0.106288
2.0302030203020305,0.106841
2.04020402040204,0.107395
2.0502050205020503,0.107949
2.0602060206020605,0.108503
2.07020702070207,0.109057
2.0802080208020803,0.109612
2.0902090209020905,0.110167
2.1002100210021,0.110722
2.1102110211021103,0.111278
2.1202120212021205,0.111834
2.13021302130213,0.11239
2.1402140214021403,0.112946
2.1502150215021505,0.113503
2.16021602160216,0.11406
2.1702170217021703,0.114617
2.1802180218021805,0.115175
2.19021902190219,0.115732
2.2002200220022003,0.11629
2.2102210221022105,0.116849
2.22022202220222,0.117407
2.2302230223022304,0.117966
2.2402240224022405,0.118525
2.25022502250225,0.119085
2.2602260226022604,0.119645
2.2702270227022705,0.120205
2.28022802280228,0.120765
2.2902290229022904,0.121325
2.3002300230023005,0.121886
2.31023102310231,0.122447
2.3202320232023204,0.123009
2.3302330233023305,0.123571
2.34023402340234,0.124133
2.3502350235023504,0.124695
2.3602360236023605,0.125257
2.37023702370237,0.12582
2.3802380238023804,0.126383
2.3902390239023905,0.126947
2.4002400240024,0.12751
2.4102410241024104,0.128074
2.4202420242024205,0.128639
2.43024302430243,0.129203
2.4402440244024404,0.129768
2.4502450245024505,0.130333
2.4602460246024602,0.130898
2.4702470247024704,0.131464
2.4802480248024805,0.13203
2.4902490249024902,0.132596
2.5002500250025004,0.133163
2.5102510251025105,0.133729
2.5202520252025202,0.134296
2.5302530253025304,0.134864
2.5402540254025405,0.135431
2.5502550255025502,0.135999
2.5602560256025604,0.136568
2.5702570257025705,0.137136
2.5802580258025802,0.137705
2.5902590259025904,0.138274
2.6002600260026005,0.138843
2.6102610261026102,0.139413
2.6202620262026204,0.139983
2.6302630263026305,0.140553
2.6402640264026402,0.141123
2.6502650265026504,0.141694
2.6602660266026605,0.142265
2.6702670267026702,0.142837
2.6802680268026804,0.143408
2.6902690269026905,0.14398
2.7002700270027002,0.144552
2.7102710271027104,0.145125
2.7202720272027205,0.145697
2.7302730273027302,0.146271
2.7402740274027404,0.146844
2.7502750275027505,0.147417
2.7602760276027603,0.147991
2.7702770277027704,0.148566
2.7802780278027805,0.14914
2.7902790279027903,0.149715
2.8002800280028004,0.15029
2.8102810281028106,0.150865
2.8202820282028203,0.151441
2.8302830283028304,0.152017
2.8402840284028406,0.152593
2.8502850285028503,0.15317
2.8602860286028604,0.153746
2.8702870287028706,0.154323
2.8802880288028803,0.154901
2.8902890289028904,0.155478
2.9002900290029006,0.156056
2.9102910291029103,0.156635
2.9202920292029204,0.157213
2.9302930293029306,0.157792
2.9402940294029403,0.158371
2.9502950295029504,0.15895
2.9602960296029606,0.15953
2.9702970297029703,0.16011
2.9802980298029804,0.16069
2.9902990299029906,0.161271
3.0003000300030003,0.161852
3.0103010301030104,0.162433
3.0203020302030206,0.163014
3.0303030303030303,0.163596
3.0403040304030404,0.164178
3.0503050305030506,0.16476
3.0603060306030603,0.165343
3.0703070307030704,0.165926
3.0803080308030806,0.166509
3.0903090309030903,0.167092
3.1003100310031004,0.167676
3.1103110311031106,0.16826
3.1203120312031203,0.168844
3.1303130313031304,0.169429
3.1403140314031406,0.170014
3.1503150315031503,0.170599
3.1603160316031604,0.171185
3.1703170317031706,0.17177
3.1803180318031803,0.172357
3.1903190319031904,0.172943
3.2003200320032006,0.17353
3.2103210321032103,0.174117
3.2203220322032204,0.174704
3.2303230323032306,0.175291
3.2403240324032403,0.175879
3.2503250325032504,0.176467
3.2603260326032606,0.177056
3.2703270327032703,0.177645
3.2803280328032804,0.178234
3.2903290329032906,0.178823
3.3003300330033003,0.179413
3.3103310331033104,0.180002
3.3203320332033206,0.180593
3.3303330333033303,0.181183
3.3403340334033405,0.181774
3.3503350335033506,0.182365
3.3603360336033603,0.182956
3.3703370337033705,0.183548
3.3803380338033806,0.18414
3.3903390339033903,0.184732
3.4003400340034005,0.185325
3.4103410341034106,0.185918
3.4203420342034203,0.186511
3.4303430343034305,0.187105
3.4403440344034406,0.187698
3.4503450345034503,0.188292
3.4603460346034605,0.188887
3.4703470347034706,0.189481
3.4803480348034803,0.190076
3.4903490349034905,0.190672
3.5003500350035006,0.191267
3.5103510351035103,0.191863
3.5203520352035205,0.192459
3.5303530353035306,0.193055
3.5403540354035403,0.193652
3.5503550355035505,0.194249
3.5603560356035606,0.194847
3.5703570357035703,0.195444
3.5803580358035805,0.196042
3.5903590359035906,0.19664
3.6003600360036003,0.197239
3.6103610361036105,0.197838
3.6203620362036206,0.198437
3.6303630363036303,0.199036
3.6403640364036405,0.199636
3.6503650365036506,0.200236
3.6603660366036603,0.200836
3.6703670367036705,0.201437
3.6803680368036806,0.202038
3.6903690369036903,0.202639
3.7003700370037005,0.203241
3.7103710371037106,0.203843
3.7203720372037203,0.204445
3.7303730373037305,0.205047
3.7403740374037406,0.20565
3.7503750375037503,0.206253
3.7603760376037605,0.206856
3.7703770377037706,0.20746
3.7803780378037803,0.208064
3.7903790379037905,0.208668
3.8003800380038006,0.209273
3.8103810381038103,0.209877
3.8203820382038205,0.210483
3.8303830383038306,0.211088
3.8403840384038403,0.211694
3.8503850385038505,0.2123
3.8603860386038606,0.212906
3.870387038703871,0.213513
3.8803880388038805,0.21412
3.8903890389038907,0.214727
3.900390039003901,0.215335
3.9103910391039105,0.215943
3.9203920392039207,0.216551
3.930393039303931,0.217159
3.9403940394039405,0.217768
3.9503950395039507,0.218377
3.960396039603961,0.218987
3.9703970397039705,0.219596
3.9803980398039807,0.220206
3.990399039903991,0.220817
4.000400040004001,0.221427
4.010401040104011,0.222038
4.02040204020402,0.222649
4.030403040304031,0.223261
4.040404040404041,0.223873
4.05040504050405,0.224485
4.060406040604061,0.225097
4.070407040704071,0.22571
4.08040804080408,0.226323
4.090409040904091,0.226937
4.100410041004101,0.22755
4.11041104110411,0.228164
4.120412041204121,0.228779
4.130413041304131,0.229393
4.14041404140414,0.230008
4.150415041504151,0.230623
4.160416041604161,0.231239
4.17041704170417,0.231855
4.180418041804181,0.232471
4.190419041904191,0.233087
4.2004200420042,0.233704
4.210421042104211,0.234321
4.220422042204221,0.234938
4.23042304230423,0.235556
4.240424042404241,0.236174
4.250425042504251,0.236792
4.26042604260426,0.237411
4.270427042704271,0.23803
4.280428042804281,0.238649
4.29042904290429,0.239269
4.300430043004301,0.239889
4.310431043104311,0.240509
4.32043204320432,0.241129
4.330433043304331,0.24175
4.340434043404341,0.242371
4.35043504350435,0.242992
4.360436043604361,0.243614
4.370437043704371,0.244236
4.38043804380438,0.244859
4.390439043904391,0.245481
4.400440044004401,0.246104
4.41044104410441,0.246727
4.420442044204421,0.247351
4.430443044304431,0.247975
4.44044404440444,0.248599
4.450445044504451,0.249224
4.460446044604461,0.249848
4.47044704470447,0.250474
4.480448044804481,0.251099
4.490449044904491,0.251725
4.5004500450045,0.252351
4.510451045104511,0.252977
4.520452045204521,0.253604
4.53045304530453,0.254231
4.540454045404541,0.254858
4.550455045504551,0.255486
4.56045604560456,0.256114
4.570457045704571,0.256742
4.580458045804581,0.257371
4.59045904590459,0.258
4.600460046004601,0.258629
4.610461046104611,0.259258
4.62046204620462,0.259888
4.630463046304631,0.260519
4.640464046404641,0.261149
4.65046504650465,0.26178
4.660466046604661,0.262411
4.670467046704671,0.263042
4.68046804680468,0.263674
4.690469046904691,0.264306
4.700470047004701,0.264938
4.71047104710471,0.265571
4.720472047204721,0.266204
4.730473047304731,0.266838
4.74047404740474,0.267471
4.750475047504751,0.268105
4.760476047604761,0.268739
4.77047704770477,0.269374
4.780478047804781,0.270009
4.790479047904791,0.270644
4.8004800480048,0.27128
4.810481048104811,0.271916
4.820482048204821,0.272552
4.83048304830483,0.273188
4.840484048404841,0.273825
4.850485048504851,0.274462
4.86048604860486,0.2751
4.870487048704871,0.275737
4.880488048804881,0.276375
4.8904890489048904,0.277014
4.900490049004901,0.277653
4.910491049104911,0.278292
4.9204920492049204,0.278931
4.930493049304931,0.279571
4.940494049404941,0.280211
4.9504950495049505,0.280851
4.960496049604961,0.281492
4.970497049704971,0.282133
4.9804980498049805,0.282774
4.990499049904991,0.283416
5.000500050005001,0.284058
5.0105010501050105,0.2847
5.020502050205021,0.285342
5.030503050305031,0.285985
5.0405040504050405,0.286628
5.050505050505051,0.287272
5.060506050605061,0.287916
5.0705070507050705,0.28856
5.080508050805081,0.289205
5.090509050905091,0.289849
5.1005100510051005,0.290495
5.110511051105111,0.29114
5.120512051205121,0.291786
5.1305130513051305,0.292432
5.140514051405141,0.293078
5.150515051505151,0.293725
5.1605160516051605,0.294372
5.170517051705171,0.29502
5.180518051805181,0.295667
5.1905190519051905,0.296315
5.200520052005201,0.296964
5.210521052105211,0.297613
5.2205220522052205,0.298262
5.230523052305231,0.298911
5.240524052405241,0.299561
5.2505250525052505,0.300211
5.260526052605261,0.300861
5.270527052705271,0.301512
5.2805280528052805,0.302163
5.290529052905291,0.302814
5.300530053005301,0.303466
5.3105310531053105,0.304117
5.320532053205321,0.30477
5.330533053305331,0.305422
5.3405340534053405,0.306075
5.350535053505351,0.306729
5.360536053605361,0.307382
5.3705370537053705,0.308036
5.380538053805381,0.30869
5.390539053905391,0.309345
5.4005400540054005,0.31
5.410541054105411,0.310655
5.420542054205421,0.311311
5.4305430543054305,0.311966
5.440544054405441,0.312623
5.450545054505451,0.313279
5.4605460546054605,0.313936
5.470547054705471,0.314593
5.480548054805481,0.315251
5.4905490549054905,0.315909
5.500550055005501,0.316567
5.510551055105511,0.317225
5.5205520552055205,0.317884
5.530553055305531,0.318543
5.540554055405541,0.319203
5.5505550555055505,0.319863
5.560556055605561,0.320523
5.570557055705571,0.321183
5.5805580558055805,0.321844
5.590559055905591,0.322505
5.600560056005601,0.323167
5.6105610561056105,0.323829
5.620562056205621,0.324491
5.630563056305631,0.325153
5.6405640564056405,0.325816
5.650565056505651,0.326479
5.660566056605661,0.327143
5.6705670567056705,0.327807
5.680568056805681,0.328471
5.690569056905691,0.329135
5.7005700570057005,0.3298
5.710571057105711,0.330465
5.720572057205721,0.331131
5.7305730573057305,0.331796
5.740574057405741,0.332462
5.750575057505751,0.333129
5.7605760576057605,0.333796
5.770577057705771,0.334463
5.780578057805781,0.33513
5.7905790579057905,0.335798
5.800580058005801,0.336466
5.810581058105811,0.337135
5.8205820582058205,0.337804
5.830583058305831,0.338473
5.840584058405841,0.339142
5.8505850585058505,0.339812
5.860586058605861,0.340482
5.870587058705871,0.341153
5.8805880588058805,0.341823
5.890589058905891,0.342495
5.900590059005901,0.343166
5.9105910591059105,0.343838
5.920592059205921,0.34451
5.930593059305931,0.345182
5.9405940594059405,0.345855
5.950595059505951,0.346528
5.960596059605961,0.347202
5.9705970597059705,0.347876
5.980598059805981,0.34855
5.990599059905991,0.349224
6.0006000600060005,0.349899
6.010601060106011,0.350574
6.020602060206021,0.35125
6.0306030603060305,0.351926
6.040604060406041,0.352602
6.050605060506051,0.353279
6.0606060606060606,0.353955
6.070607060706071,0.354633
6.080608060806081,0.35531
6.0906090609060906,0.355988
6.100610061006101,0.356666
6.110611061106111,0.357345
6.120612061206121,0.358024
6.130613061306131,0.358703
6.140614061406141,0.359383
6.150615061506151,0.360063
6.160616061606161,0.360743
6.170617061706171,0.361424
6.180618061806181,0.362104
6.190619061906191,0.362786
6.200620062006201,0.363467
6.210621062106211,0.364149
6.220622062206221,0.364832
6.230623062306231,0.365514
6.240624062406241,0.366197
6.250625062506251,0.366881
6.260626062606261,0.367564
6.270627062706271,0.368248
6.280628062806281,0.368933
6.290629062906291,0.369617
6.300630063006301,0.370302
6.310631063106311,0.370988
6.320632063206321,0.371674
6.330633063306331,0.37236
6.340634063406341,0.373046
6.350635063506351,0.373733
6.360636063606361,0.37442
6.370637063706371,0.375107
6.380638063806381,0.375795
6.390639063906391,0.376483
6.400640064006401,0.377172
6.410641064106411,0.377861
6.420642064206421,0.37855
6.430643064306431,0.379239
6.440644064406441,0.379929
6.450645064506451,0.380619
6.460646064606461,0.38131
6.470647064706471,0.382001
6.480648064806481,0.382692
6.490649064906491,0.383384
6.500650065006501,0.384076
6.510651065106511,0.384768
6.520652065206521,0.385461
6.530653065306531,0.386154
6.540654065406541,0.386847
6.550655065506551,0.38754
6.560656065606561,0.388235
6.570657065706571,0.388929
6.580658065806581,0.389624
6.590659065906591,0.390319
6.600660066006601,0.391014
6.610661066106611,0.39171
6.620662066206621,0.392406
6.630663066306631,0.393102
6.640664066406641,0.393799
6.650665066506651,0.394496
6.660666066606661,0.395194
6.670667066706671,0.395892
6.680668066806681,0.39659
6.690669066906691,0.397288
6.700670067006701,0.397987
6.710671067106711,0.398686
6.720672067206721,0.399386
6.730673067306731,0.400086
6.740674067406741,0.400786
6.750675067506751,0.401487
6.760676067606761,0.402188
6.770677067706771,0.402889
6.780678067806781,0.403591
6.790679067906791,0.404293
6.800680068006801,0.404995
6.810681068106811,0.405698
6.820682068206821,0.406401
6.830683068306831,0.407105
6.840684068406841,0.407808
6.850685068506851,0.408513
6.860686068606861,0.409217
6.870687068706871,0.409922
6.880688068806881,0.410627
6.890689068906891,0.411333
6.900690069006901,0.412039
6.910691069106911,0.412745
6.920692069206921,0.413452
6.930693069306931,0.414158
6.940694069406941,0.414866
6.950695069506951,0.415574
6.960696069606961,0.416282
6.970697069706971,0.41699
6.980698069806981,0.417699
6.990699069906991,0.418408
7.000700070007001,0.419117
7.010701070107011,0.419827
7.020702070207021,0.420537
7.030703070307031,0.421248
7.040704070407041,0.421959
7.050705070507051,0.42267
7.060706070607061,0.423381
7.070707070707071,0.424093
7.080708070807081,0.424806
7.090709070907091,0.425518
7.100710071007101,0.426231
7.110711071107111,0.426945
7.120712071207121,0.427658
7.130713071307131,0.428372
7.140714071407141,0.429087
7.150715071507151,0.429802
7.160716071607161,0.430517
7.170717071707171,0.431232
7.180718071807181,0.431948
7.190719071907191,0.432664
7.200720072007201,0.433381
7.210721072107211,0.434098
7.220722072207221,0.434815
7.230723072307231,0.435533
7.240724072407241,0.436251
7.250725072507251,0.436969
7.260726072607261,0.437688
7.270727072707271,0.438407
7.280728072807281,0.439127
7.290729072907291,0.439846
7.300730073007301,0.440567
7.310731073107311,0.441287
7.320732073207321,0.442008
7.330733073307331,0.442729
7.340734073407341,0.443451
7.350735073507351,0.444173
7.360736073607361,0.444895
7.370737073707371,0.445618
7.380738073807381,0.446341
7.390739073907391,0.447064
7.400740074007401,0.447788
7.410741074107411,0.448512
7.420742074207421,0.449237
7.430743074307431,0.449962
7.440744074407441,0.450687
7.450745074507451,0.451413
7.460746074607461,0.452139
7.470747074707471,0.452865
7.480748074807481,0.453592
7.490749074907491,0.454319
7.500750075007501,0.455046
7.510751075107511,0.455774
7.520752075207521,0.456502
7.530753075307531,0.45723
7.540754075407541,0.457959
7.550755075507551,0.458689
7.560756075607561,0.459418
7.570757075707571,0.460148
7.580758075807581,0.460878
7.590759075907591,0.461609
7.600760076007601,0.46234
7.610761076107611,0.463072
7.620762076207621,0.463803
7.630763076307631,0.464536
7.640764076407641,0.465268
7.650765076507651,0.466001
7.660766076607661,0.466734
7.670767076707671,0.467468
7.680768076807681,0.468202
7.690769076907691,0.468936
7.700770077007701,0.469671
7.710771077107712,0.470406
7.720772077207721,0.471141
7.730773077307731,0.471877
7.740774077407742,0.472613
7.750775077507751,0.47335
7.760776077607761,0.474087
7.770777077707772,0.474824
7.780778077807781,0.475562
7.790779077907791,0.4763
7.800780078007802,0.477038
7.810781078107811,0.477777
7.820782078207821,0.478516
7.830783078307832,0.479256
7.840784078407841,0.479996
7.850785078507851,0.480736
7.860786078607862,0.481477
7.870787078707871,0.482218
7.880788078807881,0.482959
7.890789078907892,0.483701
7.900790079007901,0.484443
7.910791079107911,0.485185
7.920792079207922,0.485928
7.930793079307931,0.486671
7.940794079407941,0.487415
7.950795079507952,0.488159
7.960796079607961,0.488903
7.970797079707971,0.489648
7.980798079807982,0.490393
7.990799079907991,0.491139
8.000800080008002,0.491884
8.010801080108012,0.492631
8.020802080208021,0.493377
8.030803080308031,0.494124
8.04080408040804,0.494871
8.05080508050805,0.495619
8.060806080608062,0.496367
8.070807080708072,0.497116
8.080808080808081,0.497864
8.090809080908091,0.498614
8.1008100810081,0.499363
8.11081108110811,0.500113
8.120812081208122,0.500863
8.130813081308132,0.501614
8.140814081408141,0.502365
8.150815081508151,0.503117
8.16081608160816,0.503869
8.17081708170817,0.504621
8.180818081808182,0.505373
8.190819081908192,0.506126
8.200820082008201,0.50688
8.210821082108211,0.507633
8.22082208220822,0.508387
8.23082308230823,0.509142
8.240824082408242,0.509897
8.250825082508252,0.510652
8.260826082608261,0.511407
8.270827082708271,0.512163
8.28082808280828,0.51292
8.29082908290829,0.513676
8.300830083008302,0.514434
8.310831083108312,0.515191
8.320832083208321,0.515949
8.330833083308331,0.516707
8.34083408340834,0.517466
8.35083508350835,0.518225
8.360836083608362,0.518984
8.370837083708372,0.519744
8.380838083808381,0.520504
8.390839083908391,0.521265
8.4008400840084,0.522025
8.41084108410841,0.522787
8.420842084208422,0.523548
8.430843084308432,0.52431
8.440844084408441,0.525073
8.450845084508451,0.525836
8.46084608460846,0.526599
8.47084708470847,0.527362
8.480848084808482,0.528126
8.490849084908492,0.528891
8.500850085008501,0.529655
8.510851085108511,0.530421
8.52085208520852,0.531186
8.53085308530853,0.531952
8.540854085408542,0.532718
8.550855085508552,0.533485
8.560856085608561,0.534252
8.570857085708571,0.535019
8.58085808580858,0.535787
8.59085908590859,0.536555
8.600860086008602,0.537324
8.610861086108612,0.538093
8.620862086208621,0.538862
8.630863086308631,0.539632
8.64086408640864,0.540402
8.65086508650865,0.541172
8.660866086608662,0.541943
8.670867086708672,0.542714
8.680868086808681,0.543486
8.690869086908691,0.544258
8.7008700870087,0.54503
8.71087108710871,0.545803
8.720872087208722,0.546576
8.730873087308732,0.54735
8.740874087408741,0.548124
8.750875087508751,0.548898
8.76087608760876,0.549673
8.77087708770877,0.550448
8.780878087808782,0.551223
8.790879087908792,0.551999
8.800880088008801,0.552776
8.810881088108811,0.553552
8.82088208820882,0.554329
8.83088308830883,0.555107
8.840884088408842,0.555885
8.850885088508852,0.556663
8.860886088608861,0.557441
8.870887088708871,0.55822
8.88088808880888,0.559
8.89088908890889,0.559779
8.900890089008902,0.56056
8.910891089108912,0.56134
8.920892089208921,0.562121
8.930893089308931,0.562902
8.94089408940894,0.563684
8.95089508950895,0.564466
8.960896089608962,0.565249
8.970897089708972,0.566032
8.980898089808981,0.566815
8.990899089908991,0.567599
9.000900090009,0.568383
9.01090109010901,0.569167
9.020902090209022,0.569952
9.030903090309032,0.570737
9.040904090409041,0.571523
9.050905090509051,0.572309
9.06090609060906,0.573095
9.07090709070907,0.573882
9.080908090809082,0.574669
9.090909090909092,0.575457
9.100910091009101,0.576245
9.110911091109111,0.577034
9.12091209120912,0.577822
9.13091309130913,0.578611
9.140914091409142,0.579401
9.150915091509152,0.580191
9.160916091609161,0.580981
9.170917091709171,0.581772
9.18091809180918,0.582563
9.19091909190919,0.583355
9.200920092009202,0.584147
9.210921092109212,0.584939
9.220922092209221,0.585732
9.230923092309231,0.586525
9.24092409240924,0.587319
9.25092509250925,0.588113
9.260926092609262,0.588907
9.270927092709272,0.589702
9.280928092809281,0.590497
9.290929092909291,0.591292
9.3009300930093,0.592088
9.31093109310931,0.592885
9.320932093209322,0.593681
9.330933093309332,0.594478
9.340934093409341,0.595276
9.350935093509351,0.596074
9.36093609360936,0.596872
9.37093709370937,0.597671
9.380938093809382,0.59847
9.390939093909392,0.599269
9.400940094009401,0.600069
9.410941094109411,0.60087
9.42094209420942,0.60167
9.43094309430943,0.602472
9.440944094409442,0.603273
9.450945094509452,0.604075
9.460946094609461,0.604877
9.470947094709471,0.60568
9.48094809480948,0.606483
9.49094909490949,0.607287
9.500950095009502,0.608091
9.510951095109512,0.608895
9.520952095209521,0.6097
9.530953095309531,0.610505
9.54095409540954,0.61131
9.55095509550955,0.612116
9.560956095609562,0.612923
9.570957095709572,0.613729
9.580958095809581,0.614536
9.590959095909591,0.615344
9.6009600960096,0.616152
9.61096109610961,0.61696
9.620962096209622,0.617769
9.630963096309632,0.618578
9.640964096409641,0.619388
9.650965096509651,0.620198
9.66096609660966,0.621008
9.67096709670967,0.621819
9.680968096809682,0.62263
9.690969096909692,0.623442
9.700970097009701,0.624254
9.710971097109711,0.625066
9.72097209720972,0.625879
9.73097309730973,0.626692
9.740974097409742,0.627506
9.750975097509752,0.62832
9.760976097609761,0.629134
9.770977097709771,0.629949
9.780978097809781,0.630764
9.79097909790979,0.63158
9.800980098009802,0.632396
9.810981098109812,0.633213
9.820982098209821,0.63403
9.830983098309831,0.634847
9.840984098409841,0.635665
9.85098509850985,0.636483
9.860986098609862,0.637301
9.870987098709872,0.63812
9.880988098809881,0.63894
9.890989098909891,0.639759
9.900990099009901,0.640579
9.91099109910991,0.6414
9.920992099209922,0.642221
9.930993099309932,0.643042
9.940994099409941,0.643864
9.950995099509951,0.644686
9.960996099609961,0.645509
9.97099709970997,0.646332
9.980998099809982,0.647156
9.990999099909992,0.647979
10.001000100010002,0.648804
10.011001100110011,0.649628
10.021002100210021,0.650454
10.03100310031003,0.651279
10.041004100410042,0.652105
10.051005100510052,0.652931
10.061006100610062,0.653758
10.071007100710071,0.654585
10.081008100810081,0.655413
10.09100910091009,0.656241
10.101010101010102,0.657069
10.111011101110112,0.657898
10.121012101210122,0.658727
10.131013101310131,0.659557
10.141014101410141,0.660387
10.15101510151015,0.661217
10.161016101610162,0.662048
10.171017101710172,0.66288
10.181018101810182,0.663711
10.191019101910191,0.664544
10.201020102010201,0.665376
10.21102110211021,0.666209
10.221022102210222,0.667043
10.231023102310232,0.667876
10.241024102410242,0.668711
10.251025102510251,0.669545
10.261026102610261,0.67038
10.271027102710272,0.671216
10.281028102810282,0.672052
10.291029102910292,0.672888
10.301030103010302,0.673725
10.311031103110311,0.674562
10.321032103210321,0.675399
10.331033103310332,0.676237
10.341034103410342,0.677076
10.351035103510352,0.677915
10.361036103610362,0.678754
10.371037103710371,0.679594
10.381038103810381,0.680434
10.391039103910392,0.681274
10.401040104010402,0.682115
10.411041104110412,0.682956
10.421042104210422,0.683798
10.431043104310431,0.68464
